"CardCode","Resultado","HttpCode","Mensaje"
"C1076651568","DRY-RUN","","No aplicado"
"C1030544427","DRY-RUN","","No aplicado"
"C10138456","DRY-RUN","","No aplicado"
"C79649953","DRY-RUN","","No aplicado"
"C79369774","DRY-RUN","","No aplicado"
"C2999350","DRY-RUN","","No aplicado"
"C79962393","DRY-RUN","","No aplicado"
"C832000283","DRY-RUN","","No aplicado"
"C860002503","DRY-RUN","","No aplicado"
"C93116483","DRY-RUN","","No aplicado"
"C900213617","DRY-RUN","","No aplicado"
"C800069695","DRY-RUN","","No aplicado"
"C35261931","DRY-RUN","","No aplicado"
"C1053809237","DRY-RUN","","No aplicado"
"C1122123930","DRY-RUN","","No aplicado"
"C1121831332","DRY-RUN","","No aplicado"
"C1121878090","DRY-RUN","","No aplicado"
"C41784995","DRY-RUN","","No aplicado"
"C479923","DRY-RUN","","No aplicado"
"C86086666","DRY-RUN","","No aplicado"
"C51851285","DRY-RUN","","No aplicado"
"C9432404","DRY-RUN","","No aplicado"
"C1121847207","DRY-RUN","","No aplicado"
"C1110481357","DRY-RUN","","No aplicado"
"C79653241","DRY-RUN","","No aplicado"
"C52744249","DRY-RUN","","No aplicado"
"C43283513","DRY-RUN","","No aplicado"
"C40389506","DRY-RUN","","No aplicado"
"C86035013","DRY-RUN","","No aplicado"
"C80523323","DRY-RUN","","No aplicado"
"C1110177440","DRY-RUN","","No aplicado"
"C1020788632","DRY-RUN","","No aplicado"
"C23467244","DRY-RUN","","No aplicado"
"C46353300","DRY-RUN","","No aplicado"
"C1006737510","DRY-RUN","","No aplicado"
"C1118563895","DRY-RUN","","No aplicado"
"C1121845790","DRY-RUN","","No aplicado"
"C1121862470","DRY-RUN","","No aplicado"
"C9653499","DRY-RUN","","No aplicado"
"C52006692","DRY-RUN","","No aplicado"
"C17337904","DRY-RUN","","No aplicado"
"C63461354","DRY-RUN","","No aplicado"
"C41430484","DRY-RUN","","No aplicado"
"C1121825919","DRY-RUN","","No aplicado"
"C35415077","DRY-RUN","","No aplicado"
"C1121925148","DRY-RUN","","No aplicado"
"C20430253","DRY-RUN","","No aplicado"
"C1121929214","DRY-RUN","","No aplicado"
"C1120363148","DRY-RUN","","No aplicado"
"C51773409","DRY-RUN","","No aplicado"
"C1121935120","DRY-RUN","","No aplicado"
"C1121839009","DRY-RUN","","No aplicado"
"C1121829677","DRY-RUN","","No aplicado"
"C28721822","DRY-RUN","","No aplicado"
"C40326297","DRY-RUN","","No aplicado"
"C31246984","DRY-RUN","","No aplicado"
"C4171737","DRY-RUN","","No aplicado"
"C21233327","DRY-RUN","","No aplicado"
"C16362853","DRY-RUN","","No aplicado"
"C30081399","DRY-RUN","","No aplicado"
"C21238589","DRY-RUN","","No aplicado"
"C40381857","DRY-RUN","","No aplicado"
"C86070019","DRY-RUN","","No aplicado"
"C40219201","DRY-RUN","","No aplicado"
"C40368830","DRY-RUN","","No aplicado"
"C41243869","DRY-RUN","","No aplicado"
"C52057461","DRY-RUN","","No aplicado"
"C1120558109","DRY-RUN","","No aplicado"
"C3142367","DRY-RUN","","No aplicado"
"C1116547336","DRY-RUN","","No aplicado"
"C40396506","DRY-RUN","","No aplicado"
"C1121849710","DRY-RUN","","No aplicado"
"C1081152776","DRY-RUN","","No aplicado"
"C51712592","DRY-RUN","","No aplicado"
"C51723499","DRY-RUN","","No aplicado"
"C52171885","DRY-RUN","","No aplicado"
"C30046654","DRY-RUN","","No aplicado"
"C51771566","DRY-RUN","","No aplicado"
"C1069898633","DRY-RUN","","No aplicado"
"C30030932","DRY-RUN","","No aplicado"
"C30001545","DRY-RUN","","No aplicado"
"C1121859581","DRY-RUN","","No aplicado"
"C52918153","DRY-RUN","","No aplicado"
"C52859823","DRY-RUN","","No aplicado"
"C1122125317","DRY-RUN","","No aplicado"
"C1121862524","DRY-RUN","","No aplicado"
"C1022980731","DRY-RUN","","No aplicado"
"C65696180","DRY-RUN","","No aplicado"
"C10528269","DRY-RUN","","No aplicado"
"C51916522","DRY-RUN","","No aplicado"
"C21201230","DRY-RUN","","No aplicado"
"C21226733","DRY-RUN","","No aplicado"
"C1120378970","DRY-RUN","","No aplicado"
"C51761226","DRY-RUN","","No aplicado"
"C51973581","DRY-RUN","","No aplicado"
"C51657019","DRY-RUN","","No aplicado"
"C40390458","DRY-RUN","","No aplicado"
"C52338103","DRY-RUN","","No aplicado"
"C39729088","DRY-RUN","","No aplicado"
"C27893192","DRY-RUN","","No aplicado"
"C1124217216","DRY-RUN","","No aplicado"
"C1017173011","DRY-RUN","","No aplicado"
"C1123088031","DRY-RUN","","No aplicado"
"C1118538057","DRY-RUN","","No aplicado"
"C21176709","DRY-RUN","","No aplicado"
"C52131812","DRY-RUN","","No aplicado"
"C21190622","DRY-RUN","","No aplicado"
"C1032409179","DRY-RUN","","No aplicado"
"C52232074","DRY-RUN","","No aplicado"
"C40332873","DRY-RUN","","No aplicado"
"C40391251","DRY-RUN","","No aplicado"
"C1121821936","DRY-RUN","","No aplicado"
"C1147956961","DRY-RUN","","No aplicado"
"C52488807","DRY-RUN","","No aplicado"
"C52155993","DRY-RUN","","No aplicado"
"C52393579","DRY-RUN","","No aplicado"
"C19171408","DRY-RUN","","No aplicado"
"C52436503","DRY-RUN","","No aplicado"
"C46351901","DRY-RUN","","No aplicado"
"C40399301","DRY-RUN","","No aplicado"
"C52508148","DRY-RUN","","No aplicado"
"C51639542","DRY-RUN","","No aplicado"
"C1119890755","DRY-RUN","","No aplicado"
"C79349382","DRY-RUN","","No aplicado"
"C1032371636","DRY-RUN","","No aplicado"
"C86012029","DRY-RUN","","No aplicado"
"C1116042912","DRY-RUN","","No aplicado"
"C10064980","DRY-RUN","","No aplicado"
"C2860758","DRY-RUN","","No aplicado"
"C5925067","DRY-RUN","","No aplicado"
"C79600223","DRY-RUN","","No aplicado"
"C1006877568","DRY-RUN","","No aplicado"
"C63334239","DRY-RUN","","No aplicado"
"C1007294971","DRY-RUN","","No aplicado"
"C52692337","DRY-RUN","","No aplicado"
"C1110087807","DRY-RUN","","No aplicado"
"C4236893","DRY-RUN","","No aplicado"
"C1121892585","DRY-RUN","","No aplicado"
"C86055967","DRY-RUN","","No aplicado"
"C52936059","DRY-RUN","","No aplicado"
"C93116371","DRY-RUN","","No aplicado"
"C52693042","DRY-RUN","","No aplicado"
"C53080671","DRY-RUN","","No aplicado"
"C86060069","DRY-RUN","","No aplicado"
"C86077647","DRY-RUN","","No aplicado"
"C53178330","DRY-RUN","","No aplicado"
"C40400163","DRY-RUN","","No aplicado"
"C1103712819","DRY-RUN","","No aplicado"
"C1121933882","DRY-RUN","","No aplicado"
"C25256583","DRY-RUN","","No aplicado"
"C23490660","DRY-RUN","","No aplicado"
"C1014212488","DRY-RUN","","No aplicado"
"C40422215","DRY-RUN","","No aplicado"
"C68293692","DRY-RUN","","No aplicado"
"C51719889","DRY-RUN","","No aplicado"
"C53177701","DRY-RUN","","No aplicado"
"C40514862","DRY-RUN","","No aplicado"
"C1115914593","DRY-RUN","","No aplicado"
"C13920617","DRY-RUN","","No aplicado"
"C21231916","DRY-RUN","","No aplicado"
"C86043327","DRY-RUN","","No aplicado"
"C79140600","DRY-RUN","","No aplicado"
"C1120582312","DRY-RUN","","No aplicado"
"C33480892","DRY-RUN","","No aplicado"
"C14220445","DRY-RUN","","No aplicado"
"C1121828592","DRY-RUN","","No aplicado"
"C88160946","DRY-RUN","","No aplicado"
"C79460478","DRY-RUN","","No aplicado"
"C4173893","DRY-RUN","","No aplicado"
"C86065049","DRY-RUN","","No aplicado"
"C80091086","DRY-RUN","","No aplicado"
"C18220956","DRY-RUN","","No aplicado"
"C6021861","DRY-RUN","","No aplicado"
"C52151155","DRY-RUN","","No aplicado"
"C1103712837","DRY-RUN","","No aplicado"
"C1075245842","DRY-RUN","","No aplicado"
"C79468093","DRY-RUN","","No aplicado"
"C1121901159","DRY-RUN","","No aplicado"
"C17337599","DRY-RUN","","No aplicado"
"C24290686","DRY-RUN","","No aplicado"
"C88262369","DRY-RUN","","No aplicado"
"C1022404596","DRY-RUN","","No aplicado"
"C86074264","DRY-RUN","","No aplicado"
"C40429262","DRY-RUN","","No aplicado"
"C21234408","DRY-RUN","","No aplicado"
"C1020805336","DRY-RUN","","No aplicado"
"C86008162","DRY-RUN","","No aplicado"
"C93336046","DRY-RUN","","No aplicado"
"C74853117","DRY-RUN","","No aplicado"
"C1120376275","DRY-RUN","","No aplicado"
"C31037097","DRY-RUN","","No aplicado"
"C23351376","DRY-RUN","","No aplicado"
"C40384570","DRY-RUN","","No aplicado"
"C1006415263","DRY-RUN","","No aplicado"
"C6490207","DRY-RUN","","No aplicado"
"C51667527","DRY-RUN","","No aplicado"
"C65695519","DRY-RUN","","No aplicado"
"C1148460242","DRY-RUN","","No aplicado"
"C4077645","DRY-RUN","","No aplicado"
"C1007244130","DRY-RUN","","No aplicado"
"C3091479","DRY-RUN","","No aplicado"
"C1124827036","DRY-RUN","","No aplicado"
"C65727868","DRY-RUN","","No aplicado"
"C84084951","DRY-RUN","","No aplicado"
"C93358162","DRY-RUN","","No aplicado"
"C1119892002","DRY-RUN","","No aplicado"
"C74752929","DRY-RUN","","No aplicado"
"C40378537","DRY-RUN","","No aplicado"
"C51801638","DRY-RUN","","No aplicado"
"C86065181","DRY-RUN","","No aplicado"
"C42546921","DRY-RUN","","No aplicado"
"C1072645185","DRY-RUN","","No aplicado"
"C40384783","DRY-RUN","","No aplicado"
"C17328319","DRY-RUN","","No aplicado"
"C17307195","DRY-RUN","","No aplicado"
"C9396324","DRY-RUN","","No aplicado"
"C86060674","DRY-RUN","","No aplicado"
"C71708180","DRY-RUN","","No aplicado"
"C40032871","DRY-RUN","","No aplicado"
"C80523480","DRY-RUN","","No aplicado"
"C72156554","DRY-RUN","","No aplicado"
"C41888311","DRY-RUN","","No aplicado"
"C41211075","DRY-RUN","","No aplicado"
"C31473257","DRY-RUN","","No aplicado"
"C74750662","DRY-RUN","","No aplicado"
"C1120364927","DRY-RUN","","No aplicado"
"C74754075","DRY-RUN","","No aplicado"
"C21240412","DRY-RUN","","No aplicado"
"C40382812","DRY-RUN","","No aplicado"
"C17339936","DRY-RUN","","No aplicado"
"C1003465553","DRY-RUN","","No aplicado"
"C79565728","DRY-RUN","","No aplicado"
"C1085106935","DRY-RUN","","No aplicado"
"C1080290501","DRY-RUN","","No aplicado"
"C1006965823","DRY-RUN","","No aplicado"
"C41240574","DRY-RUN","","No aplicado"
"C1121942379","DRY-RUN","","No aplicado"
"C7708272","DRY-RUN","","No aplicado"
"C1121900919","DRY-RUN","","No aplicado"
"C52257648","DRY-RUN","","No aplicado"
"C1121816437","DRY-RUN","","No aplicado"
"C85290156","DRY-RUN","","No aplicado"
"C1075302819","DRY-RUN","","No aplicado"
"C1118534816","DRY-RUN","","No aplicado"
"C1120369596","DRY-RUN","","No aplicado"
"C1048849296","DRY-RUN","","No aplicado"
"C79241018","DRY-RUN","","No aplicado"
"C1121832683","DRY-RUN","","No aplicado"
"C79315987","DRY-RUN","","No aplicado"
"C79319464","DRY-RUN","","No aplicado"
"C52994000","DRY-RUN","","No aplicado"
"C4935851","DRY-RUN","","No aplicado"
"C1022349109","DRY-RUN","","No aplicado"
"C1112906295","DRY-RUN","","No aplicado"
"C46386292","DRY-RUN","","No aplicado"
"C79553734","DRY-RUN","","No aplicado"
"C79574433","DRY-RUN","","No aplicado"
"C79685135","DRY-RUN","","No aplicado"
"C33480060","DRY-RUN","","No aplicado"
"C1038116118","DRY-RUN","","No aplicado"
"C1121940314","DRY-RUN","","No aplicado"
"C9658612","DRY-RUN","","No aplicado"
"C1118533720","DRY-RUN","","No aplicado"
"C1007585140","DRY-RUN","","No aplicado"
"C21191701","DRY-RUN","","No aplicado"
"C9652855","DRY-RUN","","No aplicado"
"C68296312","DRY-RUN","","No aplicado"
"C79777917","DRY-RUN","","No aplicado"
"C79806961","DRY-RUN","","No aplicado"
"C79879466","DRY-RUN","","No aplicado"
"C1115912167","DRY-RUN","","No aplicado"
"C24143450","DRY-RUN","","No aplicado"
"C1006005020","DRY-RUN","","No aplicado"
"C80150290","DRY-RUN","","No aplicado"
"C40402133","DRY-RUN","","No aplicado"
"C1119886923","DRY-RUN","","No aplicado"
"C1121959230","DRY-RUN","","No aplicado"
"C1006772323","DRY-RUN","","No aplicado"
"C1006827211","DRY-RUN","","No aplicado"
"C86059966","DRY-RUN","","No aplicado"
"C40437319","DRY-RUN","","No aplicado"
"C47429685","DRY-RUN","","No aplicado"
"C86063975","DRY-RUN","","No aplicado"
"C1121947237","DRY-RUN","","No aplicado"
"C1121824425","DRY-RUN","","No aplicado"
"C10593116","DRY-RUN","","No aplicado"
"C1120376611","DRY-RUN","","No aplicado"
"C40382048","DRY-RUN","","No aplicado"
"C1121914911","DRY-RUN","","No aplicado"
"C1007294654","DRY-RUN","","No aplicado"
"C112185796","DRY-RUN","","No aplicado"
"C1121967549","DRY-RUN","","No aplicado"
"C23794589","DRY-RUN","","No aplicado"
"C40394159","DRY-RUN","","No aplicado"
"C46670399","DRY-RUN","","No aplicado"
"C1115913871","DRY-RUN","","No aplicado"
"C6801443","DRY-RUN","","No aplicado"
"C80578891","DRY-RUN","","No aplicado"
"C86001809","DRY-RUN","","No aplicado"
"C1121893470","DRY-RUN","","No aplicado"
"C1088537117","DRY-RUN","","No aplicado"
"C1026298005","DRY-RUN","","No aplicado"
"C1116552944","DRY-RUN","","No aplicado"
"C80415566","DRY-RUN","","No aplicado"
"C17344339","DRY-RUN","","No aplicado"
"C1122122680","DRY-RUN","","No aplicado"
"C1006822659","DRY-RUN","","No aplicado"
"C1121945075","DRY-RUN","","No aplicado"
"C86011686","DRY-RUN","","No aplicado"
"C1049629209","DRY-RUN","","No aplicado"
"C7303828","DRY-RUN","","No aplicado"
"C1123162606","DRY-RUN","","No aplicado"
"C1121857875","DRY-RUN","","No aplicado"
"C1001280760","DRY-RUN","","No aplicado"
"C40328702","DRY-RUN","","No aplicado"
"C46356517","DRY-RUN","","No aplicado"
"C56053537","DRY-RUN","","No aplicado"
"C1121824738","DRY-RUN","","No aplicado"
"C1121920478","DRY-RUN","","No aplicado"
"C40189606","DRY-RUN","","No aplicado"
"C1118548887","DRY-RUN","","No aplicado"
"C80803439","DRY-RUN","","No aplicado"
"C1004486628","DRY-RUN","","No aplicado"
"C1118548829","DRY-RUN","","No aplicado"
"C1121940252","DRY-RUN","","No aplicado"
"C1010132538","DRY-RUN","","No aplicado"
"C1122127273","DRY-RUN","","No aplicado"
"C9299267","DRY-RUN","","No aplicado"
"C39813282","DRY-RUN","","No aplicado"
"C1000161863","DRY-RUN","","No aplicado"
"C42548072","DRY-RUN","","No aplicado"
"C29331520","DRY-RUN","","No aplicado"
"C21176160","DRY-RUN","","No aplicado"
"C21189616","DRY-RUN","","No aplicado"
"C21240240","DRY-RUN","","No aplicado"
"C80505381","DRY-RUN","","No aplicado"
"C1121965394","DRY-RUN","","No aplicado"
"C17318972","DRY-RUN","","No aplicado"
"C43722285","DRY-RUN","","No aplicado"
"C40379146","DRY-RUN","","No aplicado"
"C1121914062","DRY-RUN","","No aplicado"
"C40437310","DRY-RUN","","No aplicado"
"C1119891021","DRY-RUN","","No aplicado"
"C21189704","DRY-RUN","","No aplicado"
"C51724839","DRY-RUN","","No aplicado"
"C11798992","DRY-RUN","","No aplicado"
"C40327386","DRY-RUN","","No aplicado"
"C1120577056","DRY-RUN","","No aplicado"
"C74301649","DRY-RUN","","No aplicado"
"C1006857192","DRY-RUN","","No aplicado"
"C86062217","DRY-RUN","","No aplicado"
"C86047749","DRY-RUN","","No aplicado"
"C40315406","DRY-RUN","","No aplicado"
"C40384227","DRY-RUN","","No aplicado"
"C86065135","DRY-RUN","","No aplicado"
"C19451221","DRY-RUN","","No aplicado"
"C1121953026","DRY-RUN","","No aplicado"
"C8772632","DRY-RUN","","No aplicado"
"C51909802","DRY-RUN","","No aplicado"
"C86051929","DRY-RUN","","No aplicado"
"C86052086","DRY-RUN","","No aplicado"
"C86053294","DRY-RUN","","No aplicado"
"C1121857961","DRY-RUN","","No aplicado"
"C86056179","DRY-RUN","","No aplicado"
"C86056359","DRY-RUN","","No aplicado"
"C86057941","DRY-RUN","","No aplicado"
"C86058899","DRY-RUN","","No aplicado"
"C29535747","DRY-RUN","","No aplicado"
"C1121849148","DRY-RUN","","No aplicado"
"C24047959","DRY-RUN","","No aplicado"
"C1120366021","DRY-RUN","","No aplicado"
"C1192773291","DRY-RUN","","No aplicado"
"C39801880","DRY-RUN","","No aplicado"
"C1098611803","DRY-RUN","","No aplicado"
"C86085977","DRY-RUN","","No aplicado"
"C80190269","DRY-RUN","","No aplicado"
"C1120354974","DRY-RUN","","No aplicado"
"C47430229","DRY-RUN","","No aplicado"
"C1119890461","DRY-RUN","","No aplicado"
"C1121917954","DRY-RUN","","No aplicado"
"C79521498","DRY-RUN","","No aplicado"
"C17332581","DRY-RUN","","No aplicado"
"C86068153","DRY-RUN","","No aplicado"
"C86072677","DRY-RUN","","No aplicado"
"C17356304","DRY-RUN","","No aplicado"
"C79529426","DRY-RUN","","No aplicado"
"C1069716633","DRY-RUN","","No aplicado"
"C1122142677","DRY-RUN","","No aplicado"
"C52076515","DRY-RUN","","No aplicado"
"C1121854572","DRY-RUN","","No aplicado"
"C1122932021","DRY-RUN","","No aplicado"
"C1121831353","DRY-RUN","","No aplicado"
"C1121866333","DRY-RUN","","No aplicado"
"C40188591","DRY-RUN","","No aplicado"
"C86077400","DRY-RUN","","No aplicado"
"C86079803","DRY-RUN","","No aplicado"
"C86081547","DRY-RUN","","No aplicado"
"C86083935","DRY-RUN","","No aplicado"
"C41648918","DRY-RUN","","No aplicado"
"C1121827142","DRY-RUN","","No aplicado"
"C17327246","DRY-RUN","","No aplicado"
"C74754137","DRY-RUN","","No aplicado"
"C9506355","DRY-RUN","","No aplicado"
"C52109692","DRY-RUN","","No aplicado"
"C1118560183","DRY-RUN","","No aplicado"
"C1151950556","DRY-RUN","","No aplicado"
"C15875491","DRY-RUN","","No aplicado"
"C1121906502","DRY-RUN","","No aplicado"
"C74752128","DRY-RUN","","No aplicado"
"C86060239","DRY-RUN","","No aplicado"
"C86044431","DRY-RUN","","No aplicado"
"C1020811269","DRY-RUN","","No aplicado"
"C52803229","DRY-RUN","","No aplicado"
"C1069901180","DRY-RUN","","No aplicado"
"C1116871905","DRY-RUN","","No aplicado"
"C86067280","DRY-RUN","","No aplicado"
"C13500028","DRY-RUN","","No aplicado"
"C86083261","DRY-RUN","","No aplicado"
"C1118551553","DRY-RUN","","No aplicado"
"C1121965009","DRY-RUN","","No aplicado"
"C40400665","DRY-RUN","","No aplicado"
"C1121823378","DRY-RUN","","No aplicado"
"C93358091","DRY-RUN","","No aplicado"
"C1121840473","DRY-RUN","","No aplicado"
"C40389699","DRY-RUN","","No aplicado"
"C1118196715","DRY-RUN","","No aplicado"
"C1121923768","DRY-RUN","","No aplicado"
"C17268164","DRY-RUN","","No aplicado"
"C86083591","DRY-RUN","","No aplicado"
"C1022386986","DRY-RUN","","No aplicado"
"C1121829022","DRY-RUN","","No aplicado"
"C1122136219","DRY-RUN","","No aplicado"
"C21620075","DRY-RUN","","No aplicado"
"C21246503","DRY-RUN","","No aplicado"
"C65799112","DRY-RUN","","No aplicado"
"C41243452","DRY-RUN","","No aplicado"
"C91012846","DRY-RUN","","No aplicado"
"C46350706","DRY-RUN","","No aplicado"
"C51581320","DRY-RUN","","No aplicado"
"C16269192","DRY-RUN","","No aplicado"
"C52776992","DRY-RUN","","No aplicado"
"C1117325321","DRY-RUN","","No aplicado"
"C1006776093","DRY-RUN","","No aplicado"
"C24334761","DRY-RUN","","No aplicado"
"C40755575","DRY-RUN","","No aplicado"
"C41214326","DRY-RUN","","No aplicado"
"C51794097","DRY-RUN","","No aplicado"
"C900449939","DRY-RUN","","No aplicado"
"C1024497465","DRY-RUN","","No aplicado"
"C1088240770","DRY-RUN","","No aplicado"
"C1121821528","DRY-RUN","","No aplicado"
"C1121937859","DRY-RUN","","No aplicado"
"C1122649143","DRY-RUN","","No aplicado"
"C19398902","DRY-RUN","","No aplicado"
"C21228890","DRY-RUN","","No aplicado"
"C40393397","DRY-RUN","","No aplicado"
"C52793917","DRY-RUN","","No aplicado"
"C96601459","DRY-RUN","","No aplicado"
"C41213283","DRY-RUN","","No aplicado"
"C1144142206","DRY-RUN","","No aplicado"
"C51580121","DRY-RUN","","No aplicado"
"C1120575112","DRY-RUN","","No aplicado"
"C1121911854","DRY-RUN","","No aplicado"
"C17334223","DRY-RUN","","No aplicado"
"C21068327","DRY-RUN","","No aplicado"
"C40271096","DRY-RUN","","No aplicado"
"C40443745","DRY-RUN","","No aplicado"
"C74240411","DRY-RUN","","No aplicado"
"C86077255","DRY-RUN","","No aplicado"
"C97611163","DRY-RUN","","No aplicado"
"C1121919096","DRY-RUN","","No aplicado"
"C41225098","DRY-RUN","","No aplicado"
"C1016061961","DRY-RUN","","No aplicado"
"C17141904","DRY-RUN","","No aplicado"
"C94327001","DRY-RUN","","No aplicado"
"C43084267","DRY-RUN","","No aplicado"
"C41213677","DRY-RUN","","No aplicado"
"C40391565","DRY-RUN","","No aplicado"
"C40384610","DRY-RUN","","No aplicado"
"C1077473688","DRY-RUN","","No aplicado"
"C1121870079","DRY-RUN","","No aplicado"
"C1121899708","DRY-RUN","","No aplicado"
"C30046402","DRY-RUN","","No aplicado"
"C1121822260","DRY-RUN","","No aplicado"
"C17336328","DRY-RUN","","No aplicado"
"C17337151","DRY-RUN","","No aplicado"
"C1121859707","DRY-RUN","","No aplicado"
"C21177992","DRY-RUN","","No aplicado"
"C1006857384","DRY-RUN","","No aplicado"
"C1026269353","DRY-RUN","","No aplicado"
"C1018484899","DRY-RUN","","No aplicado"
"C80815242","DRY-RUN","","No aplicado"
"C28927763","DRY-RUN","","No aplicado"
"C20475116","DRY-RUN","","No aplicado"
"C52318121","DRY-RUN","","No aplicado"
"C1014223747","DRY-RUN","","No aplicado"
"C1121907395","DRY-RUN","","No aplicado"
"C17335807","DRY-RUN","","No aplicado"
"C19128700","DRY-RUN","","No aplicado"
"C5846265","DRY-RUN","","No aplicado"
"C40441332","DRY-RUN","","No aplicado"
"C1121839609","DRY-RUN","","No aplicado"
"C43071105","DRY-RUN","","No aplicado"
"C1120366716","DRY-RUN","","No aplicado"
"C7919951","DRY-RUN","","No aplicado"
"C80097672","DRY-RUN","","No aplicado"
"C86050698","DRY-RUN","","No aplicado"
"C1120562080","DRY-RUN","","No aplicado"
"C41241553","DRY-RUN","","No aplicado"
"C17386739","DRY-RUN","","No aplicado"
"C41242589","DRY-RUN","","No aplicado"
"C17325687","DRY-RUN","","No aplicado"
"C41225143","DRY-RUN","","No aplicado"
"C1059982434","DRY-RUN","","No aplicado"
"C17330915","DRY-RUN","","No aplicado"
"C40379004","DRY-RUN","","No aplicado"
"C1067466985","DRY-RUN","","No aplicado"
"C40403144","DRY-RUN","","No aplicado"
"C86072730","DRY-RUN","","No aplicado"
